name,selling_price in Ph,year,seller_type,owner,km_driven,ex_showroom_price
Honda BeAT Premium ISS/CBS,262599,2017,Dealer,Second Owner,4412,101716
Yamaha YZF R15 155,324807,2020,Marketplace,Third Owner,32299,250991
Kawasaki Ninja 300,297095,2019,Private,Second Owner,47360,205739
Kawasaki Ninja 300,43591,2021,Private,First Owner,11234,492067
Yamaha YZF R15 155,155893,2022,Private,Third Owner,3278,451139
Yamaha Sniper 155,183295,2023,Private,Third Owner,10137,110336
Honda PCX160 CBS,167488,2024,Private,Second Owner,6581,125435
Honda PCX160 CBS,396778,2023,Private,First Owner,44471,146691
Kawasaki Ninja 300,281520,2020,Marketplace,Second Owner,27572,209256
Yamaha MT-03,497141,2024,Marketplace,Second Owner,28115,431665
Yamaha YZF R15 155,305346,2018,Private,Second Owner,22380,192393
Yamaha XMAX,272642,2024,Marketplace,Third Owner,38813,104088
Yamaha MT-03,210191,2020,Private,Second Owner,6620,111278
Kymco Skytown 150,471448,2023,Dealer,Third Owner,44387,503144
Yamaha Sniper 155,491495,2017,Marketplace,Third Owner,11582,483100
Kymco Skytown 150,161383,2018,Dealer,Third Owner,8945,512951
Kymco Skytown 150,171500,2018,Dealer,Second Owner,24342,186187
Yamaha YZF R15 155,47473,2024,Marketplace,First Owner,43559,258703
Yamaha Mio Aerox S,103106,2021,Dealer,First Owner,30992,205849
Honda CRF250L,148495,2024,Dealer,Second Owner,33513,584735
Yamaha XMAX,208047,2023,Marketplace,Second Owner,32866,502483
Yamaha Mio Fazzio,170614,2024,Marketplace,First Owner,39468,199403
Honda PCX160 CBS,205154,2024,Private,Second Owner,48825,388563
Yamaha Mio Aerox S,382200,2021,Marketplace,Third Owner,11574,401455
Yamaha Mio Fazzio,107133,2019,Dealer,Third Owner,35977,595774
Yamaha Mio Aerox S,265263,2020,Private,First Owner,39446,509689
Yamaha MT-03,234990,2023,Private,First Owner,23888,140972
Kymco Skytown 150,184666,2021,Dealer,First Owner,41439,578937
Yamaha Mio Fazzio,445598,2022,Private,Second Owner,47577,338581
Yamaha Sniper 155,231960,2019,Marketplace,First Owner,30276,184974
Suzuki Burgman 125,149764,2018,Dealer,Second Owner,20131,139038
Honda CRF250L,393097,2022,Marketplace,First Owner,29512,502812
Suzuki Burgman 125,261532,2024,Dealer,Second Owner,19628,246610
Yamaha YZF R15 155,242618,2019,Dealer,Third Owner,5771,359792
Royal Enfield Shotgun 650,435359,2024,Dealer,First Owner,25473,66774
Kawasaki Ninja 300,178036,2020,Dealer,First Owner,25081,193784
Suzuki Burgman 125,323856,2017,Private,First Owner,19742,381696
Yamaha YZF R15 155,95931,2020,Private,Second Owner,9115,393534
Suzuki Burgman 125,237924,2021,Marketplace,Third Owner,4822,105113
Yamaha YZF R15 155,59213,2023,Private,Third Owner,1727,463222
Kymco Like S 150,345015,2023,Dealer,Third Owner,31011,82594
Kawasaki Ninja 300,124233,2020,Dealer,Third Owner,33309,92176
Yamaha Mio Aerox S,175004,2019,Private,Second Owner,45104,356678
Yamaha Sniper 155,140008,2023,Dealer,First Owner,17048,207429
Honda PCX160 CBS,492030,2017,Dealer,Third Owner,36682,211097
Kawasaki Ninja 300,197471,2021,Private,First Owner,5512,130767
Kymco Like S 150,481069,2024,Dealer,Second Owner,7797,183451
Yamaha Mio Fazzio,70980,2017,Dealer,Second Owner,24651,470755
Yamaha MT-03,405326,2018,Private,Third Owner,1884,558749
Yamaha Mio Fazzio,237986,2023,Dealer,First Owner,49790,206681
Kymco Like S 150,483737,2019,Marketplace,First Owner,2780,524756
Honda PCX160 CBS,192902,2018,Marketplace,Third Owner,8764,238865
Yamaha Mio Aerox S,458373,2018,Private,First Owner,9074,559230
Kymco Skytown 150,99219,2019,Dealer,Third Owner,40148,238363
Yamaha MT-03,133900,2022,Marketplace,First Owner,5384,227727
Suzuki Burgman 125,374376,2021,Marketplace,First Owner,37856,163191
Yamaha Mio Aerox S,426584,2020,Private,First Owner,30247,393739
Yamaha XMAX,427558,2024,Marketplace,Third Owner,18209,57893
Kawasaki Ninja 300,151796,2020,Marketplace,Third Owner,6319,498296
Yamaha YZF R15 155,326420,2020,Private,Second Owner,7014,352147
Kymco Skytown 150,175918,2023,Dealer,First Owner,10757,346089
Yamaha Mio Fazzio,207231,2019,Dealer,Second Owner,7343,412483
Honda BeAT Premium ISS/CBS,149335,2023,Private,Second Owner,13188,581811
Suzuki Gixxer SF 155,67191,2018,Marketplace,Third Owner,2312,440079
Yamaha Sniper 155,87537,2024,Dealer,First Owner,16289,52505
Kymco Skytown 150,181061,2023,Dealer,Second Owner,11276,132790
Royal Enfield Shotgun 650,352878,2017,Dealer,First Owner,45378,221499
Yamaha Sniper 155,125136,2021,Dealer,Third Owner,15816,232856
Honda PCX160 CBS,120832,2020,Marketplace,Third Owner,49632,202458
Suzuki Gixxer SF 155,449088,2020,Dealer,Third Owner,9577,181432
Kymco Skytown 150,118344,2019,Dealer,Third Owner,16984,217575
Yamaha YZF R15 155,350987,2023,Marketplace,First Owner,36600,388994
Yamaha Mio Fazzio,201602,2023,Dealer,Second Owner,4267,458720
Kawasaki Ninja 300,218963,2024,Marketplace,Second Owner,44376,336321
Honda CRF250L,414165,2018,Marketplace,First Owner,42673,548228
Yamaha YZF R15 155,494654,2023,Private,First Owner,28678,336215
Honda PCX160 CBS,328248,2024,Dealer,Second Owner,27026,66426
Kymco Skytown 150,411438,2021,Marketplace,First Owner,16434,437640
Yamaha XMAX,435041,2017,Private,First Owner,36356,527258
Royal Enfield Shotgun 650,473036,2017,Private,Third Owner,9450,190091
Yamaha Mio Aerox S,67359,2019,Private,Second Owner,42977,293144
Kawasaki Ninja 300,333026,2018,Private,Second Owner,6582,487314
Yamaha YZF R15 155,320704,2020,Marketplace,First Owner,48541,493556
Kawasaki Ninja 300,283555,2024,Private,Second Owner,37228,74282
Kymco Skytown 150,348251,2018,Private,Third Owner,28976,460546
Honda CRF250L,427012,2019,Private,Third Owner,35837,493381
Kymco Like S 150,101628,2022,Private,First Owner,20143,421883
Yamaha Sniper 155,47787,2022,Private,Third Owner,38056,285321
Honda CRF250L,170252,2017,Private,Second Owner,10332,53272
Honda BeAT Premium ISS/CBS,131485,2020,Marketplace,First Owner,19606,169963
Kawasaki Ninja 300,326256,2019,Private,Second Owner,22557,430612
Kawasaki Ninja 300,305719,2022,Dealer,First Owner,13805,446183
Suzuki Gixxer SF 155,191156,2018,Marketplace,First Owner,36107,323811
Suzuki Gixxer SF 155,131264,2023,Private,First Owner,45709,398613
Suzuki Gixxer SF 155,460435,2024,Dealer,Third Owner,24756,444269
Yamaha Mio Aerox S,416803,2024,Private,First Owner,25657,240696
Yamaha XMAX,387751,2018,Marketplace,Third Owner,19338,383947
Royal Enfield Shotgun 650,81349,2022,Dealer,Second Owner,26595,403383
Honda BeAT Premium ISS/CBS,104365,2019,Private,First Owner,38644,212095
Yamaha YZF R15 155,188636,2019,Private,Third Owner,15643,235193
Kymco Like S 150,121717,2019,Marketplace,Second Owner,47834,494676
Kymco Like S 150,377173,2024,Private,Third Owner,26706,598649
Yamaha XMAX,351430,2017,Private,Third Owner,30137,85752
Yamaha YZF R15 155,138659,2018,Private,Third Owner,35279,493061
Kymco Skytown 150,399615,2017,Dealer,Third Owner,5223,385217
Honda BeAT Premium ISS/CBS,463468,2020,Dealer,Second Owner,38064,211231
Yamaha MT-03,319821,2019,Marketplace,Third Owner,20960,488613
Royal Enfield Shotgun 650,134510,2022,Dealer,First Owner,5385,534687
Suzuki Burgman 125,333790,2017,Marketplace,Second Owner,30859,377029
Yamaha Sniper 155,57685,2023,Dealer,Second Owner,41446,228995
Honda BeAT Premium ISS/CBS,369452,2017,Dealer,Third Owner,39580,69516
Yamaha YZF R15 155,469668,2017,Private,Second Owner,39063,306993
Honda CRF250L,43832,2021,Dealer,First Owner,46934,96808
Yamaha Mio Fazzio,364405,2023,Marketplace,Third Owner,45953,588814
Yamaha Sniper 155,281789,2020,Private,Second Owner,11232,237182
Kymco Skytown 150,209939,2018,Marketplace,Third Owner,10495,203363
Kawasaki Ninja 300,452498,2020,Marketplace,Second Owner,12485,72004
Kymco Skytown 150,392690,2022,Dealer,Third Owner,3428,103030
Honda BeAT Premium ISS/CBS,186383,2020,Dealer,Third Owner,30334,591079
Kymco Skytown 150,479960,2019,Dealer,First Owner,29515,429341
Yamaha Mio Aerox S,50738,2021,Dealer,Second Owner,32024,387129
Royal Enfield Shotgun 650,218849,2019,Private,Third Owner,11245,327518
Yamaha YZF R15 155,421487,2018,Marketplace,Second Owner,14295,499527
Suzuki Gixxer SF 155,160960,2022,Dealer,Third Owner,5327,564551
Suzuki Gixxer SF 155,120908,2017,Private,First Owner,1890,558387
Honda CRF250L,436020,2021,Marketplace,Second Owner,33795,582970
Honda PCX160 CBS,319566,2024,Marketplace,First Owner,12695,181440
Suzuki Burgman 125,355926,2021,Dealer,Third Owner,10381,437672
Suzuki Burgman 125,322796,2017,Marketplace,Second Owner,4745,595269
Suzuki Burgman 125,43766,2018,Private,First Owner,43875,63214
Yamaha Mio Aerox S,73720,2023,Dealer,First Owner,18396,477839
Yamaha Sniper 155,312812,2019,Marketplace,First Owner,13857,516523
Yamaha Mio Aerox S,296129,2023,Dealer,Third Owner,39938,114857
Honda CRF250L,73322,2020,Dealer,First Owner,41271,428963
Yamaha MT-03,388258,2022,Private,Second Owner,32898,305925
Honda BeAT Premium ISS/CBS,148101,2019,Private,Third Owner,12529,236802
Royal Enfield Shotgun 650,166086,2017,Marketplace,Third Owner,3605,298283
Kymco Skytown 150,225022,2019,Dealer,Second Owner,43207,348995
Royal Enfield Shotgun 650,343726,2019,Private,First Owner,44594,445171
Honda PCX160 CBS,107087,2019,Private,Second Owner,14560,578252
Yamaha Sniper 155,375279,2024,Private,Third Owner,11304,389081
Yamaha Mio Fazzio,119966,2022,Private,Third Owner,32061,289055
Yamaha YZF R15 155,333595,2022,Marketplace,Second Owner,13294,397991
Yamaha Mio Aerox S,270075,2022,Private,First Owner,48106,234499
Kymco Like S 150,281931,2022,Dealer,Second Owner,25877,524234
Yamaha MT-03,486626,2021,Dealer,Third Owner,36500,337486
Kymco Like S 150,399100,2024,Private,Third Owner,19371,140455
Kawasaki Ninja 300,202262,2021,Dealer,Third Owner,17115,458175
Suzuki Gixxer SF 155,386903,2020,Marketplace,Second Owner,41263,434213
Suzuki Gixxer SF 155,288213,2018,Marketplace,Third Owner,1398,324117
Kawasaki Ninja 300,221935,2017,Private,First Owner,14950,329174
Yamaha Mio Aerox S,473285,2024,Dealer,Third Owner,2953,113805
Suzuki Burgman 125,341986,2024,Private,Third Owner,2393,64730
Honda BeAT Premium ISS/CBS,468513,2021,Dealer,Second Owner,42644,589016
Yamaha Mio Fazzio,426713,2021,Marketplace,Second Owner,11404,556073
Suzuki Gixxer SF 155,330524,2022,Marketplace,First Owner,25795,270876
Kawasaki Ninja 300,43394,2022,Dealer,Third Owner,16419,114455
Kymco Like S 150,483835,2018,Dealer,Third Owner,24736,542353
Kymco Skytown 150,450266,2024,Private,Second Owner,27742,524844
Honda CRF250L,278586,2020,Private,First Owner,32708,342957
Kymco Skytown 150,171406,2021,Marketplace,Third Owner,38373,353115
Kymco Skytown 150,363644,2022,Dealer,Third Owner,20876,491414
Yamaha Mio Aerox S,467611,2021,Marketplace,First Owner,8962,223521
Honda BeAT Premium ISS/CBS,44823,2024,Dealer,Third Owner,36724,548252
Yamaha MT-03,418934,2019,Private,Third Owner,45817,554290
Yamaha XMAX,320803,2021,Dealer,Second Owner,17201,202752
Kymco Like S 150,454595,2019,Dealer,First Owner,45284,93548
Royal Enfield Shotgun 650,149278,2020,Marketplace,Second Owner,31573,413900
Suzuki Burgman 125,164432,2022,Marketplace,Third Owner,44586,60787
Yamaha Mio Aerox S,390987,2021,Dealer,First Owner,33389,513202
Yamaha Mio Fazzio,165197,2021,Marketplace,First Owner,25274,526836
Yamaha YZF R15 155,459996,2024,Dealer,Second Owner,2638,143510
Honda BeAT Premium ISS/CBS,410767,2021,Marketplace,Third Owner,11467,492697
Yamaha YZF R15 155,320609,2020,Dealer,Third Owner,4973,260759
Yamaha MT-03,396899,2020,Dealer,Third Owner,8316,124887
Suzuki Burgman 125,122040,2018,Dealer,First Owner,16553,239860
Yamaha MT-03,227917,2020,Private,Third Owner,23018,123177
Yamaha Mio Fazzio,111186,2017,Private,Third Owner,28295,232341
Yamaha YZF R15 155,317468,2021,Private,Third Owner,12975,69799
Suzuki Burgman 125,66429,2021,Dealer,Third Owner,35084,566088
Suzuki Burgman 125,210920,2023,Marketplace,Second Owner,27461,163285
Yamaha Mio Aerox S,203279,2017,Marketplace,Second Owner,15480,523707
Suzuki Gixxer SF 155,168601,2024,Dealer,Second Owner,46842,520913
Suzuki Burgman 125,106449,2020,Private,Second Owner,7326,192442
Kymco Skytown 150,166892,2021,Dealer,Third Owner,46997,311751
Suzuki Gixxer SF 155,300182,2021,Marketplace,Third Owner,46464,111169
Royal Enfield Shotgun 650,138822,2023,Dealer,First Owner,29180,381506
Suzuki Gixxer SF 155,113285,2024,Dealer,First Owner,24459,237104
Suzuki Burgman 125,95860,2023,Private,Second Owner,15889,450836
Yamaha Sniper 155,146243,2019,Private,Third Owner,48037,90171
Kawasaki Ninja 300,214769,2019,Marketplace,Third Owner,28641,334891
Honda PCX160 CBS,419938,2022,Dealer,Third Owner,1371,362885
Kymco Skytown 150,307112,2021,Dealer,Second Owner,45010,486867
Yamaha Mio Fazzio,436127,2020,Dealer,First Owner,21948,481947
Yamaha XMAX,265109,2018,Private,First Owner,48160,285287
Suzuki Burgman 125,414205,2024,Private,First Owner,8279,311706
Royal Enfield Shotgun 650,172925,2017,Private,Third Owner,11982,129927
Kymco Like S 150,268687,2018,Private,Second Owner,27798,570294
Yamaha YZF R15 155,362903,2024,Dealer,Third Owner,17832,394000
Yamaha Mio Fazzio,400257,2019,Marketplace,Second Owner,44609,432832
Honda CRF250L,160693,2022,Marketplace,First Owner,25936,126703
Yamaha Mio Fazzio,354023,2022,Dealer,Second Owner,18291,119265
Kymco Skytown 150,84563,2023,Marketplace,Second Owner,13406,318517
Kymco Skytown 150,214852,2018,Dealer,Second Owner,49368,137684
Yamaha Sniper 155,59806,2021,Private,Third Owner,18501,123127
Yamaha MT-03,361931,2022,Dealer,Third Owner,11807,493768
Kawasaki Ninja 300,280509,2021,Marketplace,Third Owner,24140,462103
Honda CRF250L,230302,2021,Dealer,First Owner,12057,481035
Yamaha MT-03,353268,2017,Dealer,Second Owner,31277,423275
Kymco Like S 150,443677,2021,Marketplace,First Owner,43240,96173
Kymco Like S 150,354679,2022,Dealer,First Owner,4191,464628
Suzuki Burgman 125,106930,2021,Dealer,First Owner,13922,167078
Kymco Skytown 150,248694,2017,Dealer,Second Owner,27753,383469
Yamaha MT-03,485543,2020,Marketplace,Third Owner,39795,318510
Royal Enfield Shotgun 650,354199,2018,Marketplace,Second Owner,33097,146451
Kawasaki Ninja 300,455228,2020,Dealer,Third Owner,26501,240286
Yamaha MT-03,379833,2021,Private,Second Owner,49705,353573
Kymco Like S 150,89514,2022,Private,Third Owner,43767,597812
Yamaha Sniper 155,115126,2022,Marketplace,First Owner,15458,187580
Royal Enfield Shotgun 650,242905,2024,Dealer,Third Owner,22118,528830
Royal Enfield Shotgun 650,282435,2023,Dealer,First Owner,40356,98691
Yamaha YZF R15 155,415456,2023,Marketplace,First Owner,28398,562677
Yamaha YZF R15 155,331970,2023,Private,Second Owner,35549,596785
Kymco Skytown 150,475016,2019,Private,Second Owner,37148,152666
Honda CRF250L,153859,2017,Private,Third Owner,13540,405829
Royal Enfield Shotgun 650,246247,2022,Marketplace,First Owner,15919,54922
Kawasaki Ninja 300,264791,2021,Dealer,Third Owner,43938,119049
Honda CRF250L,374569,2021,Private,First Owner,7832,542172
Yamaha XMAX,167700,2019,Private,Second Owner,39376,354664
Yamaha XMAX,44505,2024,Marketplace,Third Owner,42550,583178
Honda BeAT Premium ISS/CBS,311254,2018,Private,Second Owner,5020,99677
Royal Enfield Shotgun 650,213051,2018,Dealer,Third Owner,23328,453077
Royal Enfield Shotgun 650,215584,2018,Private,Second Owner,40404,513503
Yamaha YZF R15 155,427916,2024,Marketplace,First Owner,22500,185837
Honda BeAT Premium ISS/CBS,275319,2023,Private,Third Owner,38241,233912
Suzuki Gixxer SF 155,414451,2024,Marketplace,Third Owner,15231,564540
Kymco Like S 150,386793,2023,Dealer,Third Owner,26792,526622
Suzuki Burgman 125,109799,2021,Dealer,Third Owner,26355,302050
Yamaha Mio Fazzio,66381,2023,Marketplace,Third Owner,45270,112572
Yamaha XMAX,498116,2019,Marketplace,First Owner,19679,74569
Yamaha Sniper 155,192140,2021,Marketplace,Second Owner,10914,316637
Yamaha XMAX,489061,2017,Dealer,Third Owner,27955,244911
Yamaha MT-03,240525,2024,Marketplace,First Owner,16596,252277
Royal Enfield Shotgun 650,154118,2021,Private,Third Owner,29560,465981
Royal Enfield Shotgun 650,445734,2020,Dealer,First Owner,16853,80934
Suzuki Gixxer SF 155,167590,2021,Marketplace,First Owner,2109,129380
Honda CRF250L,207877,2023,Marketplace,First Owner,40420,429717
Yamaha Sniper 155,138735,2021,Marketplace,First Owner,45164,377547
Honda PCX160 CBS,323149,2018,Dealer,Third Owner,1629,220661
Yamaha YZF R15 155,459074,2023,Dealer,Third Owner,41854,215588
Yamaha MT-03,125369,2021,Dealer,First Owner,47001,425218
Honda PCX160 CBS,331588,2021,Dealer,Second Owner,8212,436384
Yamaha Sniper 155,362809,2017,Dealer,Second Owner,47094,533341
Kawasaki Ninja 300,350919,2024,Dealer,Third Owner,23915,559954
Suzuki Gixxer SF 155,480947,2017,Private,First Owner,13798,365165
Kymco Skytown 150,56740,2022,Marketplace,Second Owner,5527,354902
Yamaha XMAX,68057,2020,Dealer,Third Owner,18331,341099
Honda BeAT Premium ISS/CBS,339117,2020,Private,Third Owner,18010,117836
Kymco Like S 150,403345,2019,Dealer,First Owner,31800,79757
Honda PCX160 CBS,487919,2018,Private,Second Owner,29385,505547
Yamaha XMAX,476915,2018,Dealer,Third Owner,32611,96478
Yamaha Mio Aerox S,271734,2023,Private,First Owner,34121,375137
Honda PCX160 CBS,436224,2017,Marketplace,First Owner,20009,485389
Yamaha MT-03,317710,2017,Dealer,Second Owner,38434,453878
Kymco Like S 150,197913,2023,Marketplace,Second Owner,45854,434356
Honda BeAT Premium ISS/CBS,277640,2022,Marketplace,Third Owner,41876,480210
Kymco Skytown 150,279714,2021,Private,Third Owner,17141,81755
Yamaha Mio Fazzio,297415,2024,Private,Second Owner,32571,579237
Kymco Skytown 150,306581,2023,Dealer,First Owner,34516,71132
Yamaha Mio Fazzio,376290,2023,Dealer,First Owner,11238,115910
Yamaha XMAX,232619,2018,Dealer,Third Owner,31899,196300
Suzuki Burgman 125,89647,2018,Private,First Owner,32092,557030
Yamaha Sniper 155,388334,2021,Marketplace,Third Owner,23668,143821
Kymco Like S 150,122193,2020,Dealer,First Owner,17635,517106
Suzuki Burgman 125,184300,2018,Private,First Owner,25466,417780
Yamaha Mio Aerox S,352587,2021,Private,Second Owner,16666,137218
Suzuki Burgman 125,43049,2024,Private,Third Owner,33953,220763
Honda CRF250L,146689,2022,Marketplace,First Owner,3052,133825
Honda PCX160 CBS,425886,2018,Dealer,First Owner,28668,552060
Suzuki Gixxer SF 155,135168,2021,Marketplace,First Owner,15460,468553
Yamaha MT-03,492666,2019,Private,Third Owner,37519,276694
Suzuki Burgman 125,378546,2023,Marketplace,Second Owner,12226,406721
Yamaha Mio Aerox S,225664,2024,Marketplace,Second Owner,41487,534357
Suzuki Gixxer SF 155,223976,2020,Private,Second Owner,30012,235691
Honda CRF250L,122263,2020,Marketplace,Third Owner,42914,219509
Honda BeAT Premium ISS/CBS,41213,2017,Marketplace,First Owner,42416,512886
Suzuki Gixxer SF 155,283102,2017,Private,Second Owner,10013,110903
Kawasaki Ninja 300,315346,2020,Marketplace,First Owner,37852,280028
Suzuki Gixxer SF 155,126010,2018,Marketplace,Third Owner,25682,109807
Yamaha Mio Aerox S,439672,2022,Private,Third Owner,22794,296667
Yamaha Mio Aerox S,179059,2018,Marketplace,Second Owner,3064,538654
Yamaha Mio Aerox S,311435,2023,Marketplace,Third Owner,22480,538159
Suzuki Gixxer SF 155,47629,2019,Private,First Owner,27044,296634
Yamaha Mio Aerox S,209196,2024,Marketplace,Second Owner,36402,412950
Yamaha YZF R15 155,461749,2024,Private,Third Owner,30828,173904
Yamaha MT-03,493535,2018,Marketplace,First Owner,42170,398514
Kawasaki Ninja 300,361480,2020,Marketplace,Second Owner,19206,172842
Yamaha Mio Aerox S,238480,2020,Dealer,First Owner,42227,559456
Kymco Like S 150,490088,2022,Marketplace,First Owner,25471,492601
